DATE_ID,DATE_DAY,DATE_WEEK,DATE_MONTH,DATE_QUARTER,DATE_YEAR,DAY_OF_MONTH,DAY_OF_WEEK_NUMBER,DAY_OF_WEEK_NAME,DAY_OF_WEEK_ABBREVIATION,DAY_OF_WEEK_LETTER,WEEK_NUMBER,WEEK_NAME,WEEK_ABBREVIATION,WEEK_WITH_YEAR,WEEK_YEAR,WEEK_STARTED_ON,WEEK_ENDED_ON,MONTH_NUMBER,MONTH_NAME,MONTH_ABBREVIATION,MONTH_WITH_YEAR,MONTH_STARTED_ON,MONTH_ENDED_ON,QUARTER_NUMBER,DAY_OF_QUARTER,QUARTER_WITH_YEAR,QUARTER_NAME,QUARTER_ABBREVIATION,QUARTER_STARTED_ON,QUARTER_ENDED_ON,DAY_YEAR,DAY_OF_YEAR,YEAR_STARTED_ON,YEAR_ENDED_ON,IS_WEEKEND,IS_FEDERAL_HOLIDAY,IS_FLEETIO_HOLIDAY,HOLIDAY_NAME
2024-03-11,2024-03-11,2024-03-11,2024-03-01,2024-01-01,2024-01-01,11,1,Monday,Mon,M,11,Week 11,W11,2024-11,2024,2024-03-11,2024-03-17,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,71,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,71,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-03-12,2024-03-12,2024-03-11,2024-03-01,2024-01-01,2024-01-01,12,2,Tuesday,Tue,T,11,Week 11,W11,2024-11,2024,2024-03-11,2024-03-17,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,72,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,72,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-03-13,2024-03-13,2024-03-11,2024-03-01,2024-01-01,2024-01-01,13,3,Wednesday,Wed,W,11,Week 11,W11,2024-11,2024,2024-03-11,2024-03-17,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,73,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,73,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-03-14,2024-03-14,2024-03-11,2024-03-01,2024-01-01,2024-01-01,14,4,Thursday,Thur,R,11,Week 11,W11,2024-11,2024,2024-03-11,2024-03-17,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,74,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,74,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-03-15,2024-03-15,2024-03-11,2024-03-01,2024-01-01,2024-01-01,15,5,Friday,Fri,F,11,Week 11,W11,2024-11,2024,2024-03-11,2024-03-17,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,75,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,75,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-03-16,2024-03-16,2024-03-11,2024-03-01,2024-01-01,2024-01-01,16,6,Saturday,Sat,S,11,Week 11,W11,2024-11,2024,2024-03-11,2024-03-17,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,76,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,76,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-03-17,2024-03-17,2024-03-11,2024-03-01,2024-01-01,2024-01-01,17,7,Sunday,Sun,S,11,Week 11,W11,2024-11,2024,2024-03-11,2024-03-17,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,77,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,77,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-03-18,2024-03-18,2024-03-18,2024-03-01,2024-01-01,2024-01-01,18,1,Monday,Mon,M,12,Week 12,W12,2024-12,2024,2024-03-18,2024-03-24,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,78,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,78,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-03-19,2024-03-19,2024-03-18,2024-03-01,2024-01-01,2024-01-01,19,2,Tuesday,Tue,T,12,Week 12,W12,2024-12,2024,2024-03-18,2024-03-24,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,79,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,79,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-03-20,2024-03-20,2024-03-18,2024-03-01,2024-01-01,2024-01-01,20,3,Wednesday,Wed,W,12,Week 12,W12,2024-12,2024,2024-03-18,2024-03-24,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,80,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,80,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-03-21,2024-03-21,2024-03-18,2024-03-01,2024-01-01,2024-01-01,21,4,Thursday,Thur,R,12,Week 12,W12,2024-12,2024,2024-03-18,2024-03-24,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,81,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,81,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-03-22,2024-03-22,2024-03-18,2024-03-01,2024-01-01,2024-01-01,22,5,Friday,Fri,F,12,Week 12,W12,2024-12,2024,2024-03-18,2024-03-24,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,82,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,82,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-03-23,2024-03-23,2024-03-18,2024-03-01,2024-01-01,2024-01-01,23,6,Saturday,Sat,S,12,Week 12,W12,2024-12,2024,2024-03-18,2024-03-24,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,83,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,83,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-03-24,2024-03-24,2024-03-18,2024-03-01,2024-01-01,2024-01-01,24,7,Sunday,Sun,S,12,Week 12,W12,2024-12,2024,2024-03-18,2024-03-24,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,84,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,84,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-03-25,2024-03-25,2024-03-25,2024-03-01,2024-01-01,2024-01-01,25,1,Monday,Mon,M,13,Week 13,W13,2024-13,2024,2024-03-25,2024-03-31,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,85,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,85,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-03-26,2024-03-26,2024-03-25,2024-03-01,2024-01-01,2024-01-01,26,2,Tuesday,Tue,T,13,Week 13,W13,2024-13,2024,2024-03-25,2024-03-31,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,86,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,86,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-03-27,2024-03-27,2024-03-25,2024-03-01,2024-01-01,2024-01-01,27,3,Wednesday,Wed,W,13,Week 13,W13,2024-13,2024,2024-03-25,2024-03-31,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,87,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,87,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-03-28,2024-03-28,2024-03-25,2024-03-01,2024-01-01,2024-01-01,28,4,Thursday,Thur,R,13,Week 13,W13,2024-13,2024,2024-03-25,2024-03-31,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,88,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,88,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-03-29,2024-03-29,2024-03-25,2024-03-01,2024-01-01,2024-01-01,29,5,Friday,Fri,F,13,Week 13,W13,2024-13,2024,2024-03-25,2024-03-31,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,89,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,89,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-03-30,2024-03-30,2024-03-25,2024-03-01,2024-01-01,2024-01-01,30,6,Saturday,Sat,S,13,Week 13,W13,2024-13,2024,2024-03-25,2024-03-31,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,90,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,90,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-03-31,2024-03-31,2024-03-25,2024-03-01,2024-01-01,2024-01-01,31,7,Sunday,Sun,S,13,Week 13,W13,2024-13,2024,2024-03-25,2024-03-31,3,March,Mar,2024-03,2024-03-01,2024-03-31,1,91,2024-1,Quarter 1,Q1,2024-01-01,2024-03-31,2024,91,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-04-01,2024-04-01,2024-04-01,2024-04-01,2024-04-01,2024-01-01,1,1,Monday,Mon,M,14,Week 14,W14,2024-14,2024,2024-04-01,2024-04-07,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,1,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,92,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-02,2024-04-02,2024-04-01,2024-04-01,2024-04-01,2024-01-01,2,2,Tuesday,Tue,T,14,Week 14,W14,2024-14,2024,2024-04-01,2024-04-07,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,2,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,93,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-03,2024-04-03,2024-04-01,2024-04-01,2024-04-01,2024-01-01,3,3,Wednesday,Wed,W,14,Week 14,W14,2024-14,2024,2024-04-01,2024-04-07,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,3,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,94,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-04,2024-04-04,2024-04-01,2024-04-01,2024-04-01,2024-01-01,4,4,Thursday,Thur,R,14,Week 14,W14,2024-14,2024,2024-04-01,2024-04-07,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,4,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,95,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-05,2024-04-05,2024-04-01,2024-04-01,2024-04-01,2024-01-01,5,5,Friday,Fri,F,14,Week 14,W14,2024-14,2024,2024-04-01,2024-04-07,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,5,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,96,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-06,2024-04-06,2024-04-01,2024-04-01,2024-04-01,2024-01-01,6,6,Saturday,Sat,S,14,Week 14,W14,2024-14,2024,2024-04-01,2024-04-07,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,6,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,97,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-04-07,2024-04-07,2024-04-01,2024-04-01,2024-04-01,2024-01-01,7,7,Sunday,Sun,S,14,Week 14,W14,2024-14,2024,2024-04-01,2024-04-07,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,7,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,98,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-04-08,2024-04-08,2024-04-08,2024-04-01,2024-04-01,2024-01-01,8,1,Monday,Mon,M,15,Week 15,W15,2024-15,2024,2024-04-08,2024-04-14,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,8,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,99,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-09,2024-04-09,2024-04-08,2024-04-01,2024-04-01,2024-01-01,9,2,Tuesday,Tue,T,15,Week 15,W15,2024-15,2024,2024-04-08,2024-04-14,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,9,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,100,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-10,2024-04-10,2024-04-08,2024-04-01,2024-04-01,2024-01-01,10,3,Wednesday,Wed,W,15,Week 15,W15,2024-15,2024,2024-04-08,2024-04-14,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,10,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,101,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-11,2024-04-11,2024-04-08,2024-04-01,2024-04-01,2024-01-01,11,4,Thursday,Thur,R,15,Week 15,W15,2024-15,2024,2024-04-08,2024-04-14,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,11,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,102,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-12,2024-04-12,2024-04-08,2024-04-01,2024-04-01,2024-01-01,12,5,Friday,Fri,F,15,Week 15,W15,2024-15,2024,2024-04-08,2024-04-14,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,12,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,103,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-13,2024-04-13,2024-04-08,2024-04-01,2024-04-01,2024-01-01,13,6,Saturday,Sat,S,15,Week 15,W15,2024-15,2024,2024-04-08,2024-04-14,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,13,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,104,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-04-14,2024-04-14,2024-04-08,2024-04-01,2024-04-01,2024-01-01,14,7,Sunday,Sun,S,15,Week 15,W15,2024-15,2024,2024-04-08,2024-04-14,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,14,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,105,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-04-15,2024-04-15,2024-04-15,2024-04-01,2024-04-01,2024-01-01,15,1,Monday,Mon,M,16,Week 16,W16,2024-16,2024,2024-04-15,2024-04-21,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,15,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,106,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-16,2024-04-16,2024-04-15,2024-04-01,2024-04-01,2024-01-01,16,2,Tuesday,Tue,T,16,Week 16,W16,2024-16,2024,2024-04-15,2024-04-21,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,16,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,107,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-17,2024-04-17,2024-04-15,2024-04-01,2024-04-01,2024-01-01,17,3,Wednesday,Wed,W,16,Week 16,W16,2024-16,2024,2024-04-15,2024-04-21,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,17,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,108,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-18,2024-04-18,2024-04-15,2024-04-01,2024-04-01,2024-01-01,18,4,Thursday,Thur,R,16,Week 16,W16,2024-16,2024,2024-04-15,2024-04-21,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,18,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,109,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-19,2024-04-19,2024-04-15,2024-04-01,2024-04-01,2024-01-01,19,5,Friday,Fri,F,16,Week 16,W16,2024-16,2024,2024-04-15,2024-04-21,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,19,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,110,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-20,2024-04-20,2024-04-15,2024-04-01,2024-04-01,2024-01-01,20,6,Saturday,Sat,S,16,Week 16,W16,2024-16,2024,2024-04-15,2024-04-21,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,20,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,111,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-04-21,2024-04-21,2024-04-15,2024-04-01,2024-04-01,2024-01-01,21,7,Sunday,Sun,S,16,Week 16,W16,2024-16,2024,2024-04-15,2024-04-21,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,21,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,112,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-04-22,2024-04-22,2024-04-22,2024-04-01,2024-04-01,2024-01-01,22,1,Monday,Mon,M,17,Week 17,W17,2024-17,2024,2024-04-22,2024-04-28,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,22,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,113,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-23,2024-04-23,2024-04-22,2024-04-01,2024-04-01,2024-01-01,23,2,Tuesday,Tue,T,17,Week 17,W17,2024-17,2024,2024-04-22,2024-04-28,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,23,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,114,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-24,2024-04-24,2024-04-22,2024-04-01,2024-04-01,2024-01-01,24,3,Wednesday,Wed,W,17,Week 17,W17,2024-17,2024,2024-04-22,2024-04-28,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,24,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,115,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-25,2024-04-25,2024-04-22,2024-04-01,2024-04-01,2024-01-01,25,4,Thursday,Thur,R,17,Week 17,W17,2024-17,2024,2024-04-22,2024-04-28,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,25,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,116,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-26,2024-04-26,2024-04-22,2024-04-01,2024-04-01,2024-01-01,26,5,Friday,Fri,F,17,Week 17,W17,2024-17,2024,2024-04-22,2024-04-28,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,26,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,117,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-27,2024-04-27,2024-04-22,2024-04-01,2024-04-01,2024-01-01,27,6,Saturday,Sat,S,17,Week 17,W17,2024-17,2024,2024-04-22,2024-04-28,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,27,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,118,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-04-28,2024-04-28,2024-04-22,2024-04-01,2024-04-01,2024-01-01,28,7,Sunday,Sun,S,17,Week 17,W17,2024-17,2024,2024-04-22,2024-04-28,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,28,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,119,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-04-29,2024-04-29,2024-04-29,2024-04-01,2024-04-01,2024-01-01,29,1,Monday,Mon,M,18,Week 18,W18,2024-18,2024,2024-04-29,2024-05-05,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,29,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,120,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-04-30,2024-04-30,2024-04-29,2024-04-01,2024-04-01,2024-01-01,30,2,Tuesday,Tue,T,18,Week 18,W18,2024-18,2024,2024-04-29,2024-05-05,4,April,Apr,2024-04,2024-04-01,2024-04-30,2,30,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,121,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-05-01,2024-05-01,2024-04-29,2024-05-01,2024-04-01,2024-01-01,1,3,Wednesday,Wed,W,18,Week 18,W18,2024-18,2024,2024-04-29,2024-05-05,5,May,May,2024-05,2024-05-01,2024-05-31,2,31,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,122,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-05-02,2024-05-02,2024-04-29,2024-05-01,2024-04-01,2024-01-01,2,4,Thursday,Thur,R,18,Week 18,W18,2024-18,2024,2024-04-29,2024-05-05,5,May,May,2024-05,2024-05-01,2024-05-31,2,32,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,123,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-05-03,2024-05-03,2024-04-29,2024-05-01,2024-04-01,2024-01-01,3,5,Friday,Fri,F,18,Week 18,W18,2024-18,2024,2024-04-29,2024-05-05,5,May,May,2024-05,2024-05-01,2024-05-31,2,33,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,124,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-05-04,2024-05-04,2024-04-29,2024-05-01,2024-04-01,2024-01-01,4,6,Saturday,Sat,S,18,Week 18,W18,2024-18,2024,2024-04-29,2024-05-05,5,May,May,2024-05,2024-05-01,2024-05-31,2,34,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,125,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-05-05,2024-05-05,2024-04-29,2024-05-01,2024-04-01,2024-01-01,5,7,Sunday,Sun,S,18,Week 18,W18,2024-18,2024,2024-04-29,2024-05-05,5,May,May,2024-05,2024-05-01,2024-05-31,2,35,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,126,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-05-06,2024-05-06,2024-05-06,2024-05-01,2024-04-01,2024-01-01,6,1,Monday,Mon,M,19,Week 19,W19,2024-19,2024,2024-05-06,2024-05-12,5,May,May,2024-05,2024-05-01,2024-05-31,2,36,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,127,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-05-07,2024-05-07,2024-05-06,2024-05-01,2024-04-01,2024-01-01,7,2,Tuesday,Tue,T,19,Week 19,W19,2024-19,2024,2024-05-06,2024-05-12,5,May,May,2024-05,2024-05-01,2024-05-31,2,37,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,128,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-05-08,2024-05-08,2024-05-06,2024-05-01,2024-04-01,2024-01-01,8,3,Wednesday,Wed,W,19,Week 19,W19,2024-19,2024,2024-05-06,2024-05-12,5,May,May,2024-05,2024-05-01,2024-05-31,2,38,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,129,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-05-09,2024-05-09,2024-05-06,2024-05-01,2024-04-01,2024-01-01,9,4,Thursday,Thur,R,19,Week 19,W19,2024-19,2024,2024-05-06,2024-05-12,5,May,May,2024-05,2024-05-01,2024-05-31,2,39,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,130,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-05-10,2024-05-10,2024-05-06,2024-05-01,2024-04-01,2024-01-01,10,5,Friday,Fri,F,19,Week 19,W19,2024-19,2024,2024-05-06,2024-05-12,5,May,May,2024-05,2024-05-01,2024-05-31,2,40,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,131,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-05-11,2024-05-11,2024-05-06,2024-05-01,2024-04-01,2024-01-01,11,6,Saturday,Sat,S,19,Week 19,W19,2024-19,2024,2024-05-06,2024-05-12,5,May,May,2024-05,2024-05-01,2024-05-31,2,41,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,132,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-05-12,2024-05-12,2024-05-06,2024-05-01,2024-04-01,2024-01-01,12,7,Sunday,Sun,S,19,Week 19,W19,2024-19,2024,2024-05-06,2024-05-12,5,May,May,2024-05,2024-05-01,2024-05-31,2,42,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,133,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-05-13,2024-05-13,2024-05-13,2024-05-01,2024-04-01,2024-01-01,13,1,Monday,Mon,M,20,Week 20,W20,2024-20,2024,2024-05-13,2024-05-19,5,May,May,2024-05,2024-05-01,2024-05-31,2,43,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,134,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-05-14,2024-05-14,2024-05-13,2024-05-01,2024-04-01,2024-01-01,14,2,Tuesday,Tue,T,20,Week 20,W20,2024-20,2024,2024-05-13,2024-05-19,5,May,May,2024-05,2024-05-01,2024-05-31,2,44,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,135,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-05-15,2024-05-15,2024-05-13,2024-05-01,2024-04-01,2024-01-01,15,3,Wednesday,Wed,W,20,Week 20,W20,2024-20,2024,2024-05-13,2024-05-19,5,May,May,2024-05,2024-05-01,2024-05-31,2,45,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,136,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-05-16,2024-05-16,2024-05-13,2024-05-01,2024-04-01,2024-01-01,16,4,Thursday,Thur,R,20,Week 20,W20,2024-20,2024,2024-05-13,2024-05-19,5,May,May,2024-05,2024-05-01,2024-05-31,2,46,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,137,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-05-17,2024-05-17,2024-05-13,2024-05-01,2024-04-01,2024-01-01,17,5,Friday,Fri,F,20,Week 20,W20,2024-20,2024,2024-05-13,2024-05-19,5,May,May,2024-05,2024-05-01,2024-05-31,2,47,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,138,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-05-18,2024-05-18,2024-05-13,2024-05-01,2024-04-01,2024-01-01,18,6,Saturday,Sat,S,20,Week 20,W20,2024-20,2024,2024-05-13,2024-05-19,5,May,May,2024-05,2024-05-01,2024-05-31,2,48,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,139,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-05-19,2024-05-19,2024-05-13,2024-05-01,2024-04-01,2024-01-01,19,7,Sunday,Sun,S,20,Week 20,W20,2024-20,2024,2024-05-13,2024-05-19,5,May,May,2024-05,2024-05-01,2024-05-31,2,49,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,140,2024-01-01,2024-12-31,TRUE,FALSE,FALSE,
2024-05-20,2024-05-20,2024-05-20,2024-05-01,2024-04-01,2024-01-01,20,1,Monday,Mon,M,21,Week 21,W21,2024-21,2024,2024-05-20,2024-05-26,5,May,May,2024-05,2024-05-01,2024-05-31,2,50,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,141,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-05-21,2024-05-21,2024-05-20,2024-05-01,2024-04-01,2024-01-01,21,2,Tuesday,Tue,T,21,Week 21,W21,2024-21,2024,2024-05-20,2024-05-26,5,May,May,2024-05,2024-05-01,2024-05-31,2,51,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,142,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
2024-05-22,2024-05-22,2024-05-20,2024-05-01,2024-04-01,2024-01-01,22,3,Wednesday,Wed,W,21,Week 21,W21,2024-21,2024,2024-05-20,2024-05-26,5,May,May,2024-05,2024-05-01,2024-05-31,2,52,2024-2,Quarter 2,Q2,2024-04-01,2024-06-30,2024,143,2024-01-01,2024-12-31,FALSE,FALSE,FALSE,
